194.5.132.0/24,NL,NL-NH,Amsterdam,1018VN
194.5.145.0/24,NL,NL-NH,Amsterdam,1018VN
45.152.249.0/24,NL,NL-NH,Amsterdam,1018VN
45.152.250.0/24,NL,NL-NH,Amsterdam,1018VN
31.24.250.0/24,NL,NL-NH,Amsterdam,1018VN
212.125.138.0/24,NL,NL-NH,Amsterdam,1018VN
212.125.139.0/24,NL,NL-NH,Amsterdam,1018VN
2a12:5040:1::/48,NL,NL-NH,Amsterdam,1018VN
